Feature,Importance
Total_Vol,0.6058038600771363
EW_Vol,0.12345521700043018
Green_to_Demand_EW,0.09047275500783263
Ped_Load,0.08411970681507511
EW_to_NS,0.06988956918876633
NS_Vol,0.019565508859109956
Green_EW,0.006693383051649632
Period_Numeric,0.0
