,Total_Vol,EW_Vol,NS_Vol,EW_to_NS,Green_EW,Green_to_Demand_EW,Delay_s_veh,High_Delay,Ped_Load
Total_Vol,1.0,0.6866392819266526,0.5447847434187231,-0.4144278386141341,0.31817452917854044,-0.4269588122118737,0.9428771407214703,0.7136829563696605,0.7469346352088649
EW_Vol,0.6866392819266526,1.0,-0.23557264917939227,0.2840186038398483,0.585081986597072,-0.6927009887123481,0.5862915149162685,0.6332661849288855,0.6410752388200116
NS_Vol,0.5447847434187231,-0.23557264917939227,1.0,-0.8816192168553295,-0.24954062850967046,0.22825304775481148,0.5841713369907863,0.22359862514076173,0.2590421529158924
EW_to_NS,-0.4144278386141341,0.2840186038398483,-0.8816192168553295,1.0,0.0922950069328994,-0.3282675923981971,-0.4996998367566445,-0.11371083588445823,-0.32195640184424523
Green_EW,0.31817452917854044,0.585081986597072,-0.24954062850967046,0.0922950069328994,1.0,-0.01642399141378291,0.3210839551709053,0.31013417436146945,0.7117852616554501
Green_to_Demand_EW,-0.4269588122118737,-0.6927009887123481,0.22825304775481148,-0.3282675923981971,-0.01642399141378291,1.0,-0.34983461540735894,-0.3639280924071898,-0.21462928344714677
Delay_s_veh,0.9428771407214703,0.5862915149162685,0.5841713369907863,-0.4996998367566445,0.3210839551709053,-0.34983461540735894,1.0,0.7357279872594269,0.754178955637002
High_Delay,0.7136829563696605,0.6332661849288855,0.22359862514076173,-0.11371083588445823,0.31013417436146945,-0.3639280924071898,0.7357279872594269,1.0,0.47406738381063906
Ped_Load,0.7469346352088649,0.6410752388200116,0.2590421529158924,-0.32195640184424523,0.7117852616554501,-0.21462928344714677,0.754178955637002,0.47406738381063906,1.0
