,count,mean,std,min,25%,50%,75%,max,missing,missing_pct
Peak_Ratio,163.0,1.4109273283699013,0.4941709002338043,0.0,1.0534029505103355,1.323503127792672,1.662295861740923,3.2564102564102564,300,64.79481641468684
Direction_Balance,463.0,0.0400576241900648,0.12077632659137337,0.0,0.0,0.0,0.02508000000000002,1.0,0,0.0
AM_PM_Diff,463.0,37.423326133909285,98.33410038674069,-296.0,0.0,0.0,19.5,635.0,0,0.0
AM_Peak_Ratio,163.0,0.07667074490284495,0.028627794943024372,0.03367875647668394,0.0596274061276426,0.07308684436801376,0.08849601640445603,0.26312684365781713,300,64.79481641468684
PM_Peak_Ratio,163.0,0.09746182925671214,0.01589250710284471,0.0,0.08812605088343117,0.09627964022894522,0.10531345857432814,0.14814814814814814,300,64.79481641468684
ADT_1314,463.0,1811.7710583153348,3706.34389217182,0.0,0.0,0.0,2030.5,19953.0,0,0.0
Heavy_1314,463.0,0.036662771058315335,0.08656591448776658,0.0,0.0,0.0,0.04907,0.991118,0,0.0
