the_geom,Count_Type,Station,STREET,BLOCK,ADT_2016,ADT_2015,ADT_2014,ADT_2013,ADT_2012,ADT_2011,ADT_2010,ADT_2009,ADT_2008,ADT_2007,ADT_2006,ADT_2005,ADT_2004,ADT_2003,ADT_2002,ADT_2001,ADT_2000,D1_1314,D2_1314,ADT_1314,DlyD1_1314,DlyD2_1314,Heavy_1314,PkAM_1314,AMD1_1314,AMD2_1314,PkPM_1314,PMD1_1314,PMD2_1314,D1_1112,D2_1112,ADT_1112,DlyD1_1112,DlyD2_1112,Heavy_1112,PkAM_1112,AMD1_1112,AMD2_1112,PkPM_1112,PMD1_1112,PMD2_1112,drop_reason
POINT (-82.33080757736073 29.688079099301632),ST,6097,NW 6TH ST,3800,0,0,0,0,10000,10000,10200,10600,10500,10900,11400,11800,11500,11200,11500,13000,12500,,,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,,,0.0,0.0,0.0,,0,0.0,0.0,0,0.0,0.0,Missing D1_1112
POINT (-82.33078399341538 29.674396608134014),ST,6098,NW 6TH ST,2300,0,0,0,0,11900,12100,12600,12600,12500,13700,13500,13700,13300,13200,13500,14000,13500,,,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,,,0.0,0.0,0.0,,0,0.0,0.0,0,0.0,0.0,Missing D1_1112
POINT (-82.33091287525906 29.66084570131342),ST,6100,NW 6TH ST,900,0,0,0,0,14600,15300,15700,15000,15500,16600,17300,20900,20300,18800,16500,18000,17000,,,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,,,0.0,0.0,0.0,,0,0.0,0.0,0,0.0,0.0,Missing D1_1112
POINT (-82.32502012446069 29.658606356733475),ST,6104,N MAIN ST,700,0,0,0,0,14000,14700,12500,17700,18000,19900,19300,19300,21000,17900,19500,20500,20500,,,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,,,0.0,0.0,0.0,,0,0.0,0.0,0,0.0,0.0,Missing D1_1112
POINT (-82.32501557362005 29.652374789658086),ST,6105,N MAIN ST,0,0,0,0,0,13100,13200,17600,17800,17200,20500,18100,21000,20000,23000,18500,20000,19000,,,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,,,0.0,0.0,0.0,,0,0.0,0.0,0,0.0,0.0,Missing D1_1112
POINT (-82.32497858202768 29.650709359892055),INACTIVE,6106,S MAIN ST,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17500,19000,21000,,,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,,,0.0,0.0,0.0,,0,0.0,0.0,0,0.0,0.0,Missing D1_1112
POINT (-82.32499810730356 29.650123337545843),ST,6107,S MAIN ST,200,0,0,0,0,11300,13500,13700,13900,14400,16400,15800,18200,18600,16600,16500,18500,19500,,,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,,,0.0,0.0,0.0,,0,0.0,0.0,0,0.0,0.0,Missing D1_1112
POINT (-82.32542827933004 29.643240190907285),ST,6108,S MAIN ST,900,0,0,0,0,10900,11800,12000,12200,12300,13500,14000,13900,17400,15100,15800,15100,14900,,,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,,,0.0,0.0,0.0,,0,0.0,0.0,0,0.0,0.0,Missing D1_1112
POINT (-82.32772049661502 29.63520115857615),ST,6109,S MAIN ST,1600,0,0,0,0,6400,5200,4200,7100,7300,7500,8100,8600,9600,10200,10200,10900,9600,,,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,,,0.0,0.0,0.0,,0,0.0,0.0,0,0.0,0.0,Missing D1_1112
POINT (-82.33963911737953 29.614933211653092),ST,6110,SW WILLISTON RD,1200,0,0,0,0,19300,19200,18200,20500,0,21000,23000,23000,24500,23500,21500,23500,22000,,,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,,,0.0,0.0,0.0,,0,0.0,0.0,0,0.0,0.0,Missing D1_1112
POINT (-82.34411763204666 29.61460652400873),ST,6111,SW WILLISTON RD,1600,0,0,0,0,22500,23500,25000,25500,26500,25000,27000,28000,29000,27500,25500,25000,22000,,,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,,,0.0,0.0,0.0,,0,0.0,0.0,0,0.0,0.0,Missing D1_1112
POINT (-82.36600850850618 29.607327200127436),ST,6112,SW WILLISTON RD,2900,0,0,0,0,24000,23500,25500,24500,25500,27500,27500,27500,28000,27000,26000,22000,24500,,,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,,,0.0,0.0,0.0,,0,0.0,0.0,0,0.0,0.0,Missing D1_1112
POINT (-82.27397693496854 29.707503923959155),ST,6114,NE WALDO RD,5500,0,0,0,0,14400,16200,14800,16000,15700,15400,14800,17200,17200,12900,16400,17100,14500,,,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,,,0.0,0.0,0.0,,0,0.0,0.0,0,0.0,0.0,Missing D1_1112
POINT (-82.28844934635893 29.686168935293498),ST,6115,NE WALDO RD,3900,0,0,0,0,16800,17800,16000,17200,18300,18800,16400,19200,18000,18800,18100,18700,16000,,,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,,,0.0,0.0,0.0,,0,0.0,0.0,0,0.0,0.0,Missing D1_1112
POINT (-82.29604958276462 29.674973140102647),ST,6116,NE WALDO RD,2400,0,0,0,0,20500,21000,21500,21000,22000,21500,21500,24500,24000,23500,23000,24000,23000,,,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,,,0.0,0.0,0.0,,0,0.0,0.0,0,0.0,0.0,Missing D1_1112
POINT (-82.29915820871501 29.67037496881867),ST,6118,NE WALDO RD,2100,0,0,0,0,24604,24867,25253,25907,25565,24483,25851,24878,24892,25179,24863,24456,24305,,,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,,,0.0,0.0,0.0,,0,0.0,0.0,0,0.0,0.0,Missing D1_1112
POINT (-82.30498101656589 29.661768366053106),ST,6119,NE WALDO RD,1000,0,0,0,0,26000,27000,26500,28500,28500,29500,28000,30000,29000,31000,29500,29500,29500,,,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,,,0.0,0.0,0.0,,0,0.0,0.0,0,0.0,0.0,Missing D1_1112
POINT (-82.31056312324172 29.653313027154717),ST,6120,NE WALDO RD,100,0,0,0,0,23500,24000,24500,26000,25500,23000,24000,26000,24000,28000,25000,26000,25000,,,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,,,0.0,0.0,0.0,,0,0.0,0.0,0,0.0,0.0,Missing D1_1112
POINT (-82.31148001296093 29.650617776051888),ST,6121,SE WILLISTON RD,100,0,0,0,0,18600,20200,19200,18900,18600,18000,19300,20500,20500,20500,19300,18800,19700,,,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,,,0.0,0.0,0.0,,0,0.0,0.0,0,0.0,0.0,Missing D1_1112
POINT (-82.3115312997584 29.647295631503116),ST,6122,SE WILLISTON RD,400,0,0,0,0,19100,20500,19800,19100,19500,18300,19700,21500,21200,21000,19600,19100,19600,,,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,,,0.0,0.0,0.0,,0,0.0,0.0,0,0.0,0.0,Missing D1_1112
POINT (-82.31822053078557 29.63461934303204),ST,6123,SE WILLISTON RD,1800,0,0,0,0,19600,22500,22500,20500,19400,19400,20300,21500,21500,20500,19000,19600,18600,,,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,,,0.0,0.0,0.0,,0,0.0,0.0,0,0.0,0.0,Missing D1_1112
POINT (-82.32271404503473 29.629017065659287),ST,6124,SE WILLISTON RD,2600,0,0,0,0,14100,15100,14800,14700,15700,14700,15300,17300,16100,14900,12800,13600,11600,,,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,,,0.0,0.0,0.0,,0,0.0,0.0,0,0.0,0.0,Missing D1_1112
POINT (-82.25824734466028 29.624858006373053),ST,6130,SE HAWTHORNE RD,5600,0,0,0,0,8900,10100,9200,9600,9600,8500,8500,9100,13200,9900,9800,9400,9400,,,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,,,0.0,0.0,0.0,,0,0.0,0.0,0,0.0,0.0,Missing D1_1112
POINT (-82.44060409926884 29.688911853464283),ST,6132,NW 39TH AV,9100,0,0,0,0,27500,30000,29500,27500,29000,28500,28000,32000,28000,27000,24500,27000,23500,,,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,,,0.0,0.0,0.0,,0,0.0,0.0,0,0.0,0.0,Missing D1_1112
POINT (-82.37469437824454 29.650584116750597),ST,6133,SW 2ND AV,3400,0,0,0,0,14100,14700,15000,14400,15200,14900,20600,20500,20500,17000,17600,17500,17500,,,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,,,0.0,0.0,0.0,,0,0.0,0.0,0,0.0,0.0,Missing D1_1112
POINT (-82.37262476342475 29.623220215334413),ST,6134,SW 34TH ST,2900,0,0,0,0,31282,31960,32144,0,0,35329,35561,36669,37584,36271,37319,36250,35011,,,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,,,0.0,0.0,0.0,,0,0.0,0.0,0,0.0,0.0,Missing D1_1112
POINT (-82.37255255462831 29.633498217322938),ST,6135,SW 34TH ST,2000,0,0,0,0,38500,38000,41000,39500,42500,43500,44500,44000,44000,46000,48000,50000,45500,,,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,,,0.0,0.0,0.0,,0,0.0,0.0,0,0.0,0.0,Missing D1_1112
POINT (-82.37248141358275 29.643185082274787),ST,6136,SW 34TH ST,1000,0,0,0,0,39000,38500,40500,39000,41500,40000,40500,38500,44000,44000,44000,46500,43500,,,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,,,0.0,0.0,0.0,,0,0.0,0.0,0,0.0,0.0,Missing D1_1112
POINT (-82.39199937179232 29.65641960341633),ST,6137,W NEWBERRY RD,4500,0,0,0,0,28500,28500,28000,28000,29000,29000,29000,29500,31500,30000,31500,31000,32500,,,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,,,0.0,0.0,0.0,,0,0.0,0.0,0,0.0,0.0,Missing D1_1112
POINT (-82.40980904879986 29.659616917693196),ST,6138,W NEWBERRY RD,6200,0,0,0,0,44500,47000,47500,47500,46000,48000,45000,47500,47500,47500,48400,48500,44000,,,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,,,0.0,0.0,0.0,,0,0.0,0.0,0,0.0,0.0,Missing D1_1112
POINT (-82.42920031761307 29.688824333214566),ST,6139,NW 39TH AV,8200,0,0,0,0,26000,28000,28500,26500,31000,2800,27500,30000,30000,27500,26000,28000,23000,,,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,,,0.0,0.0,0.0,,0,0.0,0.0,0,0.0,0.0,Missing D1_1112
POINT (-82.37225913006817 29.697053955598413),INACTIVE,6140,NW 34TH ST,4600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,,,0.0,0.0,0.0,,0,0.0,0.0,0,0.0,0.0,Missing D1_1112
POINT (-82.37116769590561 29.688631447563534),ST,6141,NW 39TH AV,3300,0,0,0,0,27000,26500,26500,25000,27500,29000,27500,23500,28000,25500,27000,29000,25000,,,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,,,0.0,0.0,0.0,,0,0.0,0.0,0,0.0,0.0,Missing D1_1112
POINT (-82.37233234231036 29.67344965552711),ST,6142,NW 34TH ST,2200,0,0,0,0,15000,15000,15000,14000,15000,15000,15000,15500,15500,12500,14500,16500,14500,,,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,,,0.0,0.0,0.0,,0,0.0,0.0,0,0.0,0.0,Missing D1_1112
POINT (-82.30650114412612 29.688375063835636),ST,6144,NE 39TH AV,1400,0,0,0,0,17000,17000,16000,17000,17900,17700,17600,19500,19200,18300,17200,18200,17800,,,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,,,0.0,0.0,0.0,,0,0.0,0.0,0,0.0,0.0,Missing D1_1112
POINT (-82.30653211184848 29.651946771567385),ST,6145,E UNIVERSITY AV,1400,0,0,0,0,8700,8500,8500,9700,9700,10100,11600,11200,11400,11300,10500,11200,10600,,,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,,,0.0,0.0,0.0,,0,0.0,0.0,0,0.0,0.0,Missing D1_1112
POINT (-82.30644380788308 29.651574371411243),ST,6146,SE HAWTHORNE RD,1400,0,0,0,0,13100,13800,13500,14200,14100,13000,14100,13300,13500,13900,13200,13800,13000,,,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,,,0.0,0.0,0.0,,0,0.0,0.0,0,0.0,0.0,Missing D1_1112
POINT (-82.33089771173641 29.66325688808389),ST,6147,NW 6TH ST,1200,0,0,0,0,15200,15100,15600,14700,14600,17000,16900,16800,16300,17000,16500,17000,16000,,,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,,,0.0,0.0,0.0,,0,0.0,0.0,0,0.0,0.0,Missing D1_1112
POINT (-82.33086484268479 29.66764331903222),ST,6148,NW 6TH ST,1700,0,0,0,0,13900,14400,14900,14900,14600,16500,16000,16300,16300,17000,16500,16000,14500,,,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,,,0.0,0.0,0.0,,0,0.0,0.0,0,0.0,0.0,Missing D1_1112
POINT (-82.33360417031506 29.652065323934067),ST,6149,W UNIVERSITY AV,800,0,0,0,0,22000,23000,24000,23500,24500,25000,26000,27500,27000,27000,24000,25000,22500,,,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,,,0.0,0.0,0.0,,0,0.0,0.0,0,0.0,0.0,Missing D1_1112
POINT (-82.41754748828498 29.658759457316005),ST,6150,I-75 NB OFF RAMP NEW,0,0,0,0,0,9200,9200,9200,8900,8200,8400,11500,10500,0,0,0,0,9300,,,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,,,0.0,0.0,0.0,,0,0.0,0.0,0,0.0,0.0,Missing D1_1112
POINT (-82.4194923793341 29.658123452608457),ST,6151,I-75 SB OFF RAMP NEW,0,0,0,0,0,5500,5800,6400,4800,4800,5800,6300,10500,0,0,0,0,5500,,,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,,,0.0,0.0,0.0,,0,0.0,0.0,0,0.0,0.0,Missing D1_1112
POINT (-82.4154794614538 29.659636991545984),ST,6152,W NEWBERRY RD,6800,0,0,0,0,46000,51000,48500,49500,49500,51000,51000,51000,51000,51500,48000,50000,52000,,,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,,,0.0,0.0,0.0,,0,0.0,0.0,0,0.0,0.0,Missing D1_1112
POINT (-82.42143194966263 29.659672974368),ST,6153,W NEWBERRY RD,7300,0,0,0,0,49000,51000,48500,46500,51000,48000,51000,51000,51000,50000,48500,48500,51500,,,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,,,0.0,0.0,0.0,,0,0.0,0.0,0,0.0,0.0,Missing D1_1112
POINT (-82.33916968676706 29.664568217653073),ST,6154,NW 13TH ST,1300,0,0,0,0,28500,29500,29500,29500,31000,32500,31000,35500,33000,32000,32000,35000,36500,,,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,,,0.0,0.0,0.0,,0,0.0,0.0,0,0.0,0.0,Missing D1_1112
POINT (-82.35340916305539 29.71322483610534),ST,6155,NW 22ND ST,6300,0,0,0,0,12600,13600,13500,13400,13600,14000,14200,16200,14800,15600,14500,15500,14500,,,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,,,0.0,0.0,0.0,,0,0.0,0.0,0,0.0,0.0,Missing D1_1112
POINT (-82.3529837102509 29.635769458356528),ST,6157,SW ARCHER RD,2000,0,0,0,0,36500,38500,37500,35500,36500,39000,39500,42000,41500,43000,39500,43000,42500,,,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,,,0.0,0.0,0.0,,0,0.0,0.0,0,0.0,0.0,Missing D1_1112
POINT (-82.38535779048725 29.614765916386695),CO,7001,SW 41ST BV,4100,0,0,0,0,0,0,2194,2234,2265,2385,2392,0,0,2854,1260,2825,2796,,,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,,,0.0,0.0,0.0,,0,0.0,0.0,0,0.0,0.0,Missing D1_1112
POINT (-82.2724473434978 29.64956006698434),CO,7002,SE 43RD ST,200,0,0,0,0,0,0,3258,3770,3695,3729,3701,3629,3423,1828,3364,3282,2935,,,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,,,0.0,0.0,0.0,,0,0.0,0.0,0,0.0,0.0,Missing D1_1112
POINT (-82.28923585912109 29.63638218100087),CO,7003,SE 27TH ST,1500,0,0,0,0,0,0,2771,2831,2805,2951,2916,2889,2846,2781,1251,2709,2510,,,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,,,0.0,0.0,0.0,,0,0.0,0.0,0,0.0,0.0,Missing D1_1112
POINT (-82.28075927263062 29.636153406704107),CO,7004,SE 35TH ST,1600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2185,,,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,,,0.0,0.0,0.0,,0,0.0,0.0,0,0.0,0.0,Missing D1_1112
POINT (-82.34846456460077 29.67711349092882),INACTIVE,7007,NW 23RD BV,2500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,,,0.0,0.0,0.0,,0,0.0,0.0,0,0.0,0.0,Missing D1_1112
POINT (-82.38900774694862 29.671686652649942),CO,7009,NW 43RD ST,2000,0,0,0,0,0,0,26625,28996,30884,30487,29265,29495,0,27035,27954,26650,25735,,,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,,,0.0,0.0,0.0,,0,0.0,0.0,0,0.0,0.0,Missing D1_1112
POINT (-82.36977810335783 29.60225900051375),CO,7011,SW ROCKY POINT RD,5400,0,0,0,0,0,0,3220,3287,3333,3429,3433,3380,3253,3159,3112,3084,3280,,,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,,,0.0,0.0,0.0,,0,0.0,0.0,0,0.0,0.0,Missing D1_1112
POINT (-82.3626402621394 29.631397918931725),INACTIVE,7012,SW OLD ARCHER RD,2600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4964,3460,,,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,,,0.0,0.0,0.0,,0,0.0,0.0,0,0.0,0.0,Missing D1_1112
POINT (-82.36039120203843 29.632541005832955),INACTIVE,7013,SW OLD ARCHER RD,2500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,600,,,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,,,0.0,0.0,0.0,,0,0.0,0.0,0,0.0,0.0,Missing D1_1112
POINT (-82.24739933565118 29.67717867770956),CO,7015,NE 27TH AV,6600,0,0,0,0,0,0,0,1601,0,1664,0,1521,0,1573,0,1487,0,,,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,,,0.0,0.0,0.0,,0,0.0,0.0,0,0.0,0.0,Missing D1_1112
POINT (-82.24042291569243 29.651862305771434),CO,7016,E UNIVERSITY AV,7300,0,0,0,0,0,0,640,649,651,642,626,606,0,596,570,1092,1225,,,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,,,0.0,0.0,0.0,,0,0.0,0.0,0,0.0,0.0,Missing D1_1112
POINT (-82.3740614771243 29.63415260256866),CO,7019,SW 20TH AV,3400,0,0,0,0,0,0,0,17560,18102,0,0,18241,21316,24918,24891,18967,19073,,,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,,,0.0,0.0,0.0,,0,0.0,0.0,0,0.0,0.0,Missing D1_1112
POINT (-82.42166584159489 29.600904159484486),CO,7020,SW 75TH ST,5800,0,0,0,0,0,0,14055,14929,15866,17893,17200,19474,18433,17640,16141,16991,15978,,,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,,,0.0,0.0,0.0,,0,0.0,0.0,0,0.0,0.0,Missing D1_1112
POINT (-82.41876579681042 29.630684250463027),CO,7021,SW 24TH AV,7200,0,0,0,0,0,0,14856,15866,16255,0,16595,17676,16563,16353,16403,15239,16966,,,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,,,0.0,0.0,0.0,,0,0.0,0.0,0,0.0,0.0,Missing D1_1112
POINT (-82.42546107066164 29.630503051153106),CO,7022,SW 24TH AV,7700,0,0,0,0,0,0,11122,11862,0,11837,10819,10549,9738,8810,8590,8471,8761,,,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,,,0.0,0.0,0.0,,0,0.0,0.0,0,0.0,0.0,Missing D1_1112
POINT (-82.42412421673461 29.64509213278473),CO,7023,SW 8TH AV,7600,0,0,0,0,0,0,4679,4962,0,5690,5824,6013,5638,5162,4818,4228,3170,,,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,,,0.0,0.0,0.0,,0,0.0,0.0,0,0.0,0.0,Missing D1_1112
POINT (-82.42238229851056 29.657160250884573),CO,7024,NW 75TH ST,500,0,0,0,0,0,0,24859,26643,28070,28595,27680,28533,27011,25812,26725,22677,30553,,,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,,,0.0,0.0,0.0,,0,0.0,0.0,0,0.0,0.0,Missing D1_1112
POINT (-82.438925713117 29.657438361081915),CO,7025,NW 91ST ST,500,0,0,0,0,0,0,7808,8388,0,8339,8295,7806,7644,7730,8810,7278,7090,,,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,,,0.0,0.0,0.0,,0,0.0,0.0,0,0.0,0.0,Missing D1_1112
POINT (-82.44661249361765 29.660405224064053),CO,7026,NW 98TH ST,900,0,0,0,0,0,0,11589,11618,11882,11735,10634,9910,9359,8591,8378,8305,7449,,,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,,,0.0,0.0,0.0,,0,0.0,0.0,0,0.0,0.0,Missing D1_1112
POINT (-82.30902652339095 29.70304125758074),CO,7035,NE 53RD AV,1400,0,0,0,0,0,0,12558,12787,13116,12902,12523,12136,11736,11382,11439,0,10113,,,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,,,0.0,0.0,0.0,,0,0.0,0.0,0,0.0,0.0,Missing D1_1112
POINT (-82.40325207753567 29.674129280359494),CO,7008,NW 23RD AV,5600,0,0,0,0,0,0,15643,15964,17155,17109,19527,20682,19813,18748,18339,18056,15119,,,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,,,0.0,0.0,0.0,,0,0.0,0.0,0,0.0,0.0,Missing D1_1112
POINT (-82.37036604294664 29.682504713065907),INACTIVE,7010,NW 31ST BV,3100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,,,0.0,0.0,0.0,,0,0.0,0.0,0,0.0,0.0,Missing D1_1112
POINT (-82.44556931476849 29.674374435516103),CO,7027,NW 23RD AV,9700,0,0,0,0,0,0,7476,7452,7922,8164,8139,9183,8687,8224,7807,4945,6148,,,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,,,0.0,0.0,0.0,,0,0.0,0.0,0,0.0,0.0,Missing D1_1112
POINT (-82.4521652075943 29.68794312405236),CO,7028,NW 98TH ST,3700,0,0,0,0,0,0,8988,9014,9201,8965,8517,7701,7121,6521,6377,6248,5268,,,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,,,0.0,0.0,0.0,,0,0.0,0.0,0,0.0,0.0,Missing D1_1112
POINT (-82.43025202929765 29.686527995541084),CO,7029,NW 83RD ST,3800,0,0,0,0,0,0,13654,13312,13700,13449,13327,14926,14377,14048,13567,10338,12163,,,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,,,0.0,0.0,0.0,,0,0.0,0.0,0,0.0,0.0,Missing D1_1112
POINT (-82.43028453693728 29.67707457420177),CO,7030,NW 83RD ST,2500,0,0,0,0,0,0,14660,14389,14710,14149,14208,16048,15218,14683,15351,15434,12939,,,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,,,0.0,0.0,0.0,,0,0.0,0.0,0,0.0,0.0,Missing D1_1112
POINT (-82.39177815331263 29.67414150429334),CO,7032,NW 23RD AV,4500,0,0,0,0,0,0,20821,21237,22401,22172,24336,24217,22882,21652,20362,20568,19662,,,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,,,0.0,0.0,0.0,,0,0.0,0.0,0,0.0,0.0,Missing D1_1112
POINT (-82.39736059724832 29.686171701588286),CO,7033,NW 51ST ST,3500,0,0,0,0,0,0,10032,10003,10728,10344,10481,12793,12179,11569,10774,10207,9073,,,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,,,0.0,0.0,0.0,,0,0.0,0.0,0,0.0,0.0,Missing D1_1112
POINT (-82.27949084360644 29.70302821884516),CO,7036,NE 53RD AV,3700,0,0,0,0,0,0,10963,11264,11349,11123,10932,10704,10396,10248,9479,0,8901,,,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,,,0.0,0.0,0.0,,0,0.0,0.0,0,0.0,0.0,Missing D1_1112
POINT (-82.27701694741103 29.723307981821446),CO,7037,NE 38TH ST,5800,0,0,0,0,0,0,2826,2924,2988,3164,2915,2851,2736,2651,1673,2983,2941,,,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,,,0.0,0.0,0.0,,0,0.0,0.0,0,0.0,0.0,Missing D1_1112
POINT (-82.42245866594664 29.627627399625975),CO,7043,SW 75TH ST,2600,0,0,0,0,0,0,13548,14543,15456,14534,13747,17834,17125,16465,15898,15208,16060,,,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,,,0.0,0.0,0.0,,0,0.0,0.0,0,0.0,0.0,Missing D1_1112
POINT (-82.42242377759322 29.63328857864631),CO,7042,SW 75TH ST,2000,0,0,0,0,0,0,15258,16245,16634,17234,16743,19022,18129,17402,17219,15925,16664,,,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,,,0.0,0.0,0.0,,0,0.0,0.0,0,0.0,0.0,Missing D1_1112
POINT (-82.39570910116595 29.639724104655276),CO,7044,SW 20TH AV,4800,0,0,0,0,0,0,0,25487,26346,0,27220,27337,26212,26428,26473,26582,26379,,,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,,,0.0,0.0,0.0,,0,0.0,0.0,0,0.0,0.0,Missing D1_1112
POINT (-82.38893380588428 29.682427761343927),CO,7046,NW 43RD ST,3600,0,0,0,0,0,0,30056,28807,30808,30363,31980,30982,0,28167,29056,28027,25598,,,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,,,0.0,0.0,0.0,,0,0.0,0.0,0,0.0,0.0,Missing D1_1112
POINT (-82.3888741493684 29.69087897586592),CO,7045,NW 43RD ST,4000,0,0,0,0,0,0,14962,28790,30304,0,29938,30468,0,27588,28413,26959,26774,,,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,,,0.0,0.0,0.0,,0,0.0,0.0,0,0.0,0.0,Missing D1_1112
POINT (-82.31936949779812 29.680314770325907),CO,7047,N MAIN ST,2300,0,0,0,0,0,0,17854,0,18633,18800,17803,17583,0,16860,16513,16439,17265,,,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,,,0.0,0.0,0.0,,0,0.0,0.0,0,0.0,0.0,Missing D1_1112
