INTERSECT,Period,Time,EB_L,EB_Th,EB_R,WB_L,WB_Th,WB_R,NB_L,NB_Th,NB_R,SB_L,SB_Th,SB_R,Delay_s_veh,LOS,Max_green_EBL,Max_green_EBT,Max_green_WBL,Max_green_WBT,Max_green_NBL,Max_green_NBT,Max_green_SBL,Max_green_SBT,Yellow_duration,Min_green_EBL,Min_green_EBT,Min_green_WBL,Min_green_WBT,Min_green_NBL,Min_green_NBT,Min_green_SBL,Min_green_SBT,Ped_clearence_EW,Ped_clearence_NS,Receive_lanes_EB,Receive_lanes_WB,Receive_lanes_NB,Receive_lanes_SB,Num_lanes_EB,Num_lanes_WB,Num_lanes_NB,Num_lanes_SB,Year,Timestamp,drop_reason
W Univ and Gale Lemerand,PM peak,1700–1715,0,205,21,26,214,0,40,0,32,0,0,0,14.3,B,,45,25.0,65,,35,,,3.7,,12,5.0,12,,4,,,18,21,2,2,,,3,3,2,,2014,,Missing Num_lanes_SB
W Univ and Gale Lemerand,PM peak,1715–1730,0,221,19,27,267,0,40,0,33,0,0,0,14.3,B,,45,25.0,65,,35,,,3.7,,12,5.0,12,,4,,,18,21,2,2,,,3,3,2,,2014,,Missing Num_lanes_SB
W Univ and 34th Street,AM peak,0730–0745,3,92,50,26,88,19,58,142,39,27,202,41,41.9,D,25.0,45,25.0,45,25.0,45,25.0,45.0,4.0,4.0,15,6.0,15,7.0,15,4.0,15.0,35,27,1,2,2.0,4.0,3,3,4,4.0,2014,,Missing Timestamp
W Univ and 34th Street,AM peak,0745–0800,6,106,38,34,117,26,54,100,30,21,197,40,41.9,D,25.0,45,25.0,45,25.0,45,25.0,45.0,4.0,4.0,15,6.0,15,7.0,15,4.0,15.0,35,27,1,2,2.0,4.0,3,3,4,4.0,2014,,Missing Timestamp
W Univ and 34th Street,AM peak,0800–0815,8,91,19,26,91,20,58,117,42,22,199,41,41.9,D,25.0,45,25.0,45,25.0,45,25.0,45.0,4.0,4.0,15,6.0,15,7.0,15,4.0,15.0,35,27,1,2,2.0,4.0,3,3,4,4.0,2014,,Missing Timestamp
W Univ and 34th Street,AM peak,0815–0830,7,98,23,28,96,21,47,108,33,22,179,37,41.9,D,25.0,45,25.0,45,25.0,45,25.0,45.0,4.0,4.0,15,6.0,15,7.0,15,4.0,15.0,35,27,1,2,2.0,4.0,3,3,4,4.0,2014,,Missing Timestamp
W Univ and 34th Street,Off-peak,1200–1215,14,71,17,37,93,20,53,116,23,22,190,39,41.7,D,25.0,45,25.0,45,25.0,45,25.0,45.0,4.0,4.0,15,6.0,15,7.0,15,4.0,15.0,35,27,1,2,2.0,4.0,3,3,4,4.0,2014,,Missing Timestamp
W Univ and 34th Street,Off-peak,1215–1230,16,70,15,33,87,19,51,113,27,22,188,39,41.7,D,25.0,45,25.0,45,25.0,45,25.0,45.0,4.0,4.0,15,6.0,15,7.0,15,4.0,15.0,35,27,1,2,2.0,4.0,3,3,4,4.0,2014,,Missing Timestamp
W Univ and 34th Street,Off-peak,1230–1245,16,68,19,38,91,20,53,113,25,21,203,42,41.7,D,25.0,45,25.0,45,25.0,45,25.0,45.0,4.0,4.0,15,6.0,15,7.0,15,4.0,15.0,35,27,1,2,2.0,4.0,3,3,4,4.0,2014,,Missing Timestamp
W Univ and 34th Street,Off-peak,1245–1300,14,71,15,41,100,22,58,121,23,20,200,41,41.7,D,25.0,45,25.0,45,25.0,45,25.0,45.0,4.0,4.0,15,6.0,15,7.0,15,4.0,15.0,35,27,1,2,2.0,4.0,3,3,4,4.0,2014,,Missing Timestamp
W Univ and 34th Street,PM peak,1630–1645,11,49,19,40,130,28,85,143,30,17,208,43,48.1,D,25.0,45,25.0,45,25.0,45,25.0,45.0,4.0,4.0,15,6.0,15,7.0,15,4.0,15.0,35,27,1,2,2.0,4.0,3,3,4,4.0,2014,,Missing Timestamp
W Univ and 34th Street,PM peak,1645–1700,11,56,20,45,134,29,93,149,32,20,219,45,48.1,D,25.0,45,25.0,45,25.0,45,25.0,45.0,4.0,4.0,15,6.0,15,7.0,15,4.0,15.0,35,27,1,2,2.0,4.0,3,3,4,4.0,2014,,Missing Timestamp
W Univ and 34th Street,PM peak,1700–1715,15,48,21,42,129,28,88,140,30,22,200,41,48.1,D,25.0,45,25.0,45,25.0,45,25.0,45.0,4.0,4.0,15,6.0,15,7.0,15,4.0,15.0,35,27,1,2,2.0,4.0,3,3,4,4.0,2014,,Missing Timestamp
W Univ and 34th Street,PM peak,1715–1730,11,54,24,41,147,32,97,141,30,24,209,43,48.1,D,25.0,45,25.0,45,25.0,45,25.0,45.0,4.0,4.0,15,6.0,15,7.0,15,4.0,15.0,35,27,1,2,2.0,4.0,3,3,4,4.0,2014,,Missing Timestamp
W Univ and Gale Lemerand,AM peak,0730–0745,0,178,58,42,187,0,13,0,15,0,0,0,13.6,B,,45,25.0,65,,35,,,3.7,,12,5.0,12,,4,,,18,21,2,2,,,3,3,2,,2014,,Missing Timestamp
W Univ and Gale Lemerand,AM peak,0745–0800,0,176,41,40,193,0,12,0,18,0,0,0,13.6,B,,45,25.0,65,,35,,,3.7,,12,5.0,12,,4,,,18,21,2,2,,,3,3,2,,2014,,Missing Timestamp
W Univ and Gale Lemerand,AM peak,0800–0815,0,175,45,34,160,0,13,0,19,0,0,0,13.6,B,,45,25.0,65,,35,,,3.7,,12,5.0,12,,4,,,18,21,2,2,,,3,3,2,,2014,,Missing Timestamp
W Univ and Gale Lemerand,AM peak,0815–0830,0,188,40,40,163,0,18,0,17,0,0,0,13.6,B,,45,25.0,65,,35,,,3.7,,12,5.0,12,,4,,,18,21,2,2,,,3,3,2,,2014,,Missing Timestamp
W Univ and Gale Lemerand,Off-peak,1200–1215,0,173,16,29,173,0,22,0,14,0,0,0,13.3,B,,45,25.0,65,,35,,,3.7,,12,5.0,12,,4,,,18,21,2,2,,,3,3,2,,2014,,Missing Timestamp
W Univ and Gale Lemerand,Off-peak,1215–1230,0,180,20,28,171,0,27,0,16,0,0,0,13.3,B,,45,25.0,65,,35,,,3.7,,12,5.0,12,,4,,,18,21,2,2,,,3,3,2,,2014,,Missing Timestamp
W Univ and Gale Lemerand,Off-peak,1230–1245,0,188,24,30,177,0,32,0,20,0,0,0,13.3,B,,45,25.0,65,,35,,,3.7,,12,5.0,12,,4,,,18,21,2,2,,,3,3,2,,2014,,Missing Timestamp
W Univ and Gale Lemerand,Off-peak,1245–1300,0,179,21,27,189,0,29,0,21,0,0,0,13.3,B,,45,25.0,65,,35,,,3.7,,12,5.0,12,,4,,,18,21,2,2,,,3,3,2,,2014,,Missing Timestamp
W Univ and Gale Lemerand,PM peak,1630–1645,0,198,22,25,209,0,39,0,35,0,0,0,14.3,B,,45,25.0,65,,35,,,3.7,,12,5.0,12,,4,,,18,21,2,2,,,3,3,2,,2014,,Missing Timestamp
W Univ and Gale Lemerand,PM peak,1645–1700,0,223,24,23,204,0,41,0,28,0,0,0,14.3,B,,45,25.0,65,,35,,,3.7,,12,5.0,12,,4,,,18,21,2,2,,,3,3,2,,2014,,Missing Timestamp
W Univ and Gale Lemerand,PM peak,1700–1715,0,205,21,26,214,0,40,0,32,0,0,0,14.3,B,,45,25.0,65,,35,,,3.7,,12,5.0,12,,4,,,18,21,2,2,,,3,3,2,,2014,,Missing Timestamp
W Univ and Gale Lemerand,PM peak,1715–1730,0,221,19,27,267,0,40,0,33,0,0,0,14.3,B,,45,25.0,65,,35,,,3.7,,12,5.0,12,,4,,,18,21,2,2,,,3,3,2,,2014,,Missing Timestamp
W Univ and 13th Street,AM peak,0730–0745,17,109,47,28,132,29,24,170,51,18,263,54,49.8,D,25.0,45,25.0,45,30.0,70,25.0,55.0,3.7,7.0,12,7.0,12,7.0,12,7.0,12.0,23,23,2,2,2.0,2.0,4,3,3,3.0,2014,,Missing Timestamp
W Univ and 13th Street,AM peak,0745–0800,20,109,47,30,131,29,23,177,53,18,208,43,49.8,D,25.0,45,25.0,45,30.0,70,25.0,55.0,3.7,7.0,12,7.0,12,7.0,12,7.0,12.0,23,23,2,2,2.0,2.0,4,3,3,3.0,2014,,Missing Timestamp
W Univ and 13th Street,AM peak,0800–0815,20,100,43,33,112,25,26,176,53,28,219,45,49.8,D,25.0,45,25.0,45,30.0,70,25.0,55.0,3.7,7.0,12,7.0,12,7.0,12,7.0,12.0,23,23,2,2,2.0,2.0,4,3,3,3.0,2014,,Missing Timestamp
W Univ and 13th Street,AM peak,0815–0830,17,107,46,30,108,24,25,146,44,37,227,47,49.8,D,25.0,45,25.0,45,30.0,70,25.0,55.0,3.7,7.0,12,7.0,12,7.0,12,7.0,12.0,23,23,2,2,2.0,2.0,4,3,3,3.0,2014,,Missing Timestamp
W Univ and 13th Street,Off-peak,1200–1215,30,95,41,32,93,20,43,167,50,28,99,20,40.8,D,25.0,45,25.0,45,30.0,70,25.0,55.0,3.7,7.0,12,7.0,12,7.0,12,7.0,12.0,23,23,2,2,2.0,2.0,4,3,3,3.0,2014,,Missing Timestamp
W Univ and 13th Street,Off-peak,1215–1230,26,96,41,29,91,20,42,165,50,27,112,23,40.8,D,25.0,45,25.0,45,30.0,70,25.0,55.0,3.7,7.0,12,7.0,12,7.0,12,7.0,12.0,23,23,2,2,2.0,2.0,4,3,3,3.0,2014,,Missing Timestamp
W Univ and 13th Street,Off-peak,1230–1245,30,94,41,31,98,22,46,161,48,23,116,24,40.8,D,25.0,45,25.0,45,30.0,70,25.0,55.0,3.7,7.0,12,7.0,12,7.0,12,7.0,12.0,23,23,2,2,2.0,2.0,4,3,3,3.0,2014,,Missing Timestamp
W Univ and 13th Street,Off-peak,1245–1300,28,102,44,32,95,21,50,178,53,29,122,25,40.8,D,25.0,45,25.0,45,30.0,70,25.0,55.0,3.7,7.0,12,7.0,12,7.0,12,7.0,12.0,23,23,2,2,2.0,2.0,4,3,3,3.0,2014,,Missing Timestamp
W Univ and 13th Street,PM peak,1630–1645,41,121,52,26,105,23,49,257,77,19,113,23,61.5,E,25.0,45,25.0,45,30.0,70,25.0,55.0,3.7,7.0,12,7.0,12,7.0,12,7.0,12.0,23,23,2,2,2.0,2.0,4,3,3,3.0,2014,,Missing Timestamp
W Univ and 13th Street,PM peak,1645–1700,36,127,54,20,102,21,43,264,79,13,125,25,61.5,E,25.0,45,25.0,45,30.0,70,25.0,55.0,3.7,7.0,12,7.0,12,7.0,12,7.0,12.0,23,23,2,2,2.0,2.0,4,3,3,3.0,2014,,Missing Timestamp
W Univ and 13th Street,PM peak,1700–1715,40,134,58,29,114,25,44,241,72,19,108,27,61.5,E,25.0,45,25.0,45,30.0,70,25.0,55.0,3.7,7.0,12,7.0,12,7.0,12,7.0,12.0,23,23,2,2,2.0,2.0,4,3,3,3.0,2014,,Missing Timestamp
W Univ and 13th Street,PM peak,1715–1730,46,126,54,28,93,21,36,275,82,19,122,25,61.5,E,25.0,45,25.0,45,30.0,70,25.0,55.0,3.7,7.0,12,7.0,12,7.0,12,7.0,12.0,23,23,2,2,2.0,2.0,4,3,3,3.0,2014,,Missing Timestamp
SW 8th Ave and 13 St,AM peak,0730–0745,68,39,5,17,39,4,115,144,11,20,284,32,31.8,C,25.0,35,25.0,35,25.0,70,25.0,65.0,3.4,7.0,4,5.0,4,5.0,12,5.0,12.0,22,18,1,1,2.0,2.0,4,3,3,3.0,2014,,Missing Timestamp
SW 8th Ave and 13 St,AM peak,0745–0800,76,37,4,22,37,4,123,147,11,16,293,33,31.8,C,25.0,35,25.0,35,25.0,70,25.0,65.0,3.4,7.0,4,5.0,4,5.0,12,5.0,12.0,22,18,1,1,2.0,2.0,4,3,3,3.0,2014,,Missing Timestamp
SW 8th Ave and 13 St,AM peak,0800–0815,64,37,4,19,37,4,112,136,12,17,262,29,31.8,C,25.0,35,25.0,35,25.0,70,25.0,65.0,3.4,7.0,4,5.0,4,5.0,12,5.0,12.0,22,18,1,1,2.0,2.0,4,3,3,3.0,2014,,Missing Timestamp
SW 8th Ave and 13 St,AM peak,0815–0830,44,38,4,18,38,4,93,118,10,16,232,30,31.8,C,25.0,35,25.0,35,25.0,70,25.0,65.0,3.4,7.0,4,5.0,4,5.0,12,5.0,12.0,22,18,1,1,2.0,2.0,4,3,3,3.0,2014,,Missing Timestamp
SW 8th Ave and 13 St,Off-peak,1200–1215,37,31,3,21,31,3,95,122,10,16,212,24,28.1,C,25.0,35,25.0,35,25.0,70,25.0,65.0,3.4,7.0,4,5.0,4,5.0,12,5.0,12.0,22,18,1,1,2.0,2.0,4,3,3,3.0,2014,,Missing Timestamp
SW 8th Ave and 13 St,Off-peak,1215–1230,33,34,4,18,34,3,94,134,11,15,205,23,28.1,C,25.0,35,25.0,35,25.0,70,25.0,65.0,3.4,7.0,4,5.0,4,5.0,12,5.0,12.0,22,18,1,1,2.0,2.0,4,3,3,3.0,2014,,Missing Timestamp
SW 8th Ave and 13 St,Off-peak,1230–1245,37,41,5,19,41,5,97,135,11,17,230,26,28.1,C,25.0,35,25.0,35,25.0,70,25.0,65.0,3.4,7.0,4,5.0,4,5.0,12,5.0,12.0,22,18,1,1,2.0,2.0,4,3,3,3.0,2014,,Missing Timestamp
SW 8th Ave and 13 St,Off-peak,1245–1300,40,29,3,23,29,3,92,128,11,15,235,26,28.1,C,25.0,35,25.0,35,25.0,70,25.0,65.0,3.4,7.0,4,5.0,4,5.0,12,5.0,12.0,22,18,1,1,2.0,2.0,4,3,3,3.0,2014,,Missing Timestamp
SW 8th Ave and 13 St,PM peak,1630–1645,32,18,2,19,32,2,119,157,13,17,275,31,26.9,C,25.0,35,25.0,35,25.0,70,25.0,65.0,3.4,7.0,4,5.0,4,5.0,12,5.0,12.0,22,18,1,1,2.0,2.0,4,3,3,3.0,2014,,Missing Timestamp
SW 8th Ave and 13 St,PM peak,1645–1700,26,17,2,23,17,2,107,147,13,15,252,28,26.9,C,25.0,35,25.0,35,25.0,70,25.0,65.0,3.4,7.0,4,5.0,4,5.0,12,5.0,12.0,22,18,1,1,2.0,2.0,4,3,3,3.0,2014,,Missing Timestamp
SW 8th Ave and 13 St,PM peak,1700–1715,24,16,2,16,16,2,123,154,14,16,305,34,26.9,C,25.0,35,25.0,35,25.0,70,25.0,65.0,3.4,7.0,4,5.0,4,5.0,12,5.0,12.0,22,18,1,1,2.0,2.0,4,3,3,3.0,2014,,Missing Timestamp
SW 8th Ave and 13 St,PM peak,1715–1730,17,12,1,18,12,1,83,126,13,17,276,31,26.9,C,25.0,35,25.0,35,25.0,70,25.0,65.0,3.4,7.0,4,5.0,4,5.0,12,5.0,12.0,22,18,1,1,2.0,2.0,4,3,3,3.0,2014,,Missing Timestamp
Archer Road and 13th St,AM peak,0730–0745,118,33,7,15,57,6,18,143,7,6,217,13,38.9,D,,60,,30,20.0,60,,60.0,4.0,,6,,6,6.0,6,,6.0,33,28,1,1,2.0,2.0,3,2,2,3.0,2014,,Missing Timestamp
Archer Road and 13th St,AM peak,0745–0800,140,25,5,16,53,6,20,171,9,7,236,14,38.9,D,,60,,30,20.0,60,,60.0,4.0,,6,,6,6.0,6,,6.0,33,28,1,1,2.0,2.0,3,2,2,3.0,2014,,Missing Timestamp
Archer Road and 13th St,AM peak,0800–0815,131,20,4,13,48,5,19,168,9,5,227,13,38.9,D,,60,,30,20.0,60,,60.0,4.0,,6,,6,6.0,6,,6.0,33,28,1,1,2.0,2.0,3,2,2,3.0,2014,,Missing Timestamp
Archer Road and 13th St,AM peak,0815–0830,106,20,4,9,43,5,18,127,7,4,190,11,38.9,D,,60,,30,20.0,60,,60.0,4.0,,6,,6,6.0,6,,6.0,33,28,1,1,2.0,2.0,3,2,2,3.0,2014,,Missing Timestamp
Archer Road and 13th St,Off-peak,1200–1215,112,12,3,6,21,2,14,136,6,4,184,12,29.8,C,,60,,30,20.0,60,,60.0,4.0,,6,,6,6.0,6,,6.0,33,28,1,1,2.0,2.0,3,2,2,3.0,2014,,Missing Timestamp
Archer Road and 13th St,Off-peak,1215–1230,107,31,6,6,26,3,14,107,6,8,176,12,29.8,C,,60,,30,20.0,60,,60.0,4.0,,6,,6,6.0,6,,6.0,33,28,1,1,2.0,2.0,3,2,2,3.0,2014,,Missing Timestamp
Archer Road and 13th St,Off-peak,1230–1245,108,31,6,8,29,3,13,114,6,5,203,14,29.8,C,,60,,30,20.0,60,,60.0,4.0,,6,,6,6.0,6,,6.0,33,28,1,1,2.0,2.0,3,2,2,3.0,2014,,Missing Timestamp
Archer Road and 13th St,Off-peak,1245–1300,108,31,6,7,30,3,14,112,6,9,203,14,29.8,C,,60,,30,20.0,60,,60.0,4.0,,6,,6,6.0,6,,6.0,33,28,1,1,2.0,2.0,3,2,2,3.0,2014,,Missing Timestamp
Archer Road and 13th St,PM peak,1630–1645,150,67,13,10,23,3,13,146,6,7,285,20,35.7,D,,60,,30,20.0,60,,60.0,4.0,,6,,6,6.0,6,,6.0,33,28,1,1,2.0,2.0,3,2,2,3.0,2014,,Missing Timestamp
Archer Road and 13th St,PM peak,1645–1700,139,61,12,10,30,3,10,113,9,9,263,18,35.7,D,,60,,30,20.0,60,,60.0,4.0,,6,,6,6.0,6,,6.0,33,28,1,1,2.0,2.0,3,2,2,3.0,2014,,Missing Timestamp
Archer Road and 13th St,PM peak,1700–1715,144,69,14,12,24,3,13,139,8,11,260,22,35.7,D,,60,,30,20.0,60,,60.0,4.0,,6,,6,6.0,6,,6.0,33,28,1,1,2.0,2.0,3,2,2,3.0,2014,,Missing Timestamp
Archer Road and 13th St,PM peak,1715–1730,142,73,15,14,28,3,14,122,7,8,247,20,35.7,D,,60,,30,20.0,60,,60.0,4.0,,6,,6,6.0,6,,6.0,33,28,1,1,2.0,2.0,3,2,2,3.0,2014,,Missing Timestamp
Archer Road and 34th St,AM peak,0730–0745,68,392,26,26,145,41,28,156,35,78,100,32,55.7,E,35.0,90,25.0,90,35.0,45,45.0,60.0,5.0,7.0,4,7.0,4,7.0,12,7.0,12.0,47,41,3,3,3.0,3.0,5,5,5,5.0,2014,,Missing Timestamp
Archer Road and 34th St,AM peak,0745–0800,67,333,20,21,165,47,32,159,38,67,90,29,55.7,E,35.0,90,25.0,90,35.0,45,45.0,60.0,5.0,7.0,4,7.0,4,7.0,12,7.0,12.0,47,41,3,3,3.0,3.0,5,5,5,5.0,2014,,Missing Timestamp
Archer Road and 34th St,AM peak,0800–0815,73,306,15,19,151,43,30,142,36,67,117,34,55.7,E,35.0,90,25.0,90,35.0,45,45.0,60.0,5.0,7.0,4,7.0,4,7.0,12,7.0,12.0,47,41,3,3,3.0,3.0,5,5,5,5.0,2014,,Missing Timestamp
Archer Road and 34th St,AM peak,0815–0830,65,319,18,21,137,39,32,124,27,68,85,24,55.7,E,35.0,90,25.0,90,35.0,45,45.0,60.0,5.0,7.0,4,7.0,4,7.0,12,7.0,12.0,47,41,3,3,3.0,3.0,5,5,5,5.0,2014,,Missing Timestamp
Archer Road and 34th St,Off-peak,1200–1215,61,216,15,46,273,77,64,119,25,64,156,45,62.7,E,35.0,90,25.0,90,35.0,45,45.0,60.0,5.0,7.0,4,7.0,4,7.0,12,7.0,12.0,47,41,3,3,3.0,3.0,5,5,5,5.0,2014,,Missing Timestamp
Archer Road and 34th St,Off-peak,1215–1230,74,280,19,32,223,63,50,107,23,64,132,42,62.7,E,35.0,90,25.0,90,35.0,45,45.0,60.0,5.0,7.0,4,7.0,4,7.0,12,7.0,12.0,47,41,3,3,3.0,3.0,5,5,5,5.0,2014,,Missing Timestamp
Archer Road and 34th St,Off-peak,1230–1245,72,268,19,39,251,71,53,115,24,56,127,38,62.7,E,35.0,90,25.0,90,35.0,45,45.0,60.0,5.0,7.0,4,7.0,4,7.0,12,7.0,12.0,47,41,3,3,3.0,3.0,5,5,5,5.0,2014,,Missing Timestamp
Archer Road and 34th St,Off-peak,1245–1300,71,268,18,36,205,58,50,125,27,64,153,41,62.7,E,35.0,90,25.0,90,35.0,45,45.0,60.0,5.0,7.0,4,7.0,4,7.0,12,7.0,12.0,47,41,3,3,3.0,3.0,5,5,5,5.0,2014,,Missing Timestamp
Archer Road and 34th St,PM peak,1630–1645,59,221,17,45,454,129,51,146,28,48,148,45,91.0,F,35.0,90,25.0,90,35.0,45,45.0,60.0,5.0,7.0,4,7.0,4,7.0,12,7.0,12.0,47,41,3,3,3.0,3.0,5,5,5,5.0,2014,,Missing Timestamp
Archer Road and 34th St,PM peak,1645–1700,47,201,14,45,459,130,42,128,28,63,180,55,91.0,F,35.0,90,25.0,90,35.0,45,45.0,60.0,5.0,7.0,4,7.0,4,7.0,12,7.0,12.0,47,41,3,3,3.0,3.0,5,5,5,5.0,2014,,Missing Timestamp
Archer Road and 34th St,PM peak,1700–1715,58,166,9,49,396,112,53,134,31,54,189,57,91.0,F,35.0,90,25.0,90,35.0,45,45.0,60.0,5.0,7.0,4,7.0,4,7.0,12,7.0,12.0,47,41,3,3,3.0,3.0,5,5,5,5.0,2014,,Missing Timestamp
Archer Road and 34th St,PM peak,1715–1730,62,196,12,41,384,109,51,143,32,54,180,59,91.0,F,35.0,90,25.0,90,35.0,45,45.0,60.0,5.0,7.0,4,7.0,4,7.0,12,7.0,12.0,47,41,3,3,3.0,3.0,5,5,5,5.0,2014,,Missing Timestamp
