the_geom,Count_Type,Station,STREET,BLOCK,ADT_2016,ADT_2015,ADT_2014,ADT_2013,ADT_2012,ADT_2011,ADT_2010,ADT_2009,ADT_2008,ADT_2007,ADT_2006,ADT_2005,ADT_2004,ADT_2003,ADT_2002,ADT_2001,ADT_2000,D1_1314,D2_1314,ADT_1314,DlyD1_1314,DlyD2_1314,Heavy_1314,PkAM_1314,AMD1_1314,AMD2_1314,PkPM_1314,PMD1_1314,PMD2_1314,D1_1112,D2_1112,ADT_1112,DlyD1_1112,DlyD2_1112,Heavy_1112,PkAM_1112,AMD1_1112,AMD2_1112,PkPM_1112,PMD1_1112,PMD2_1112
POINT (-82.34020290427526 29.636450880772706),ST,6056,SW 16TH AV,1400,0,0,0,0,18900,19400,20800,20800,19900,21000,19800,21500,23000,22500,19800,21500,21000,,,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,,,0.0,0.0,0.0,,0,0.0,0.0,0,0.0,0.0
POINT (-82.3383083558361 29.636460128762867),ST,6057,SW 16TH AV,1200,0,0,0,0,17100,17200,18500,18300,15000,19400,18500,23500,24000,24500,20000,18500,20500,,,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,,,0.0,0.0,0.0,,0,0.0,0.0,0,0.0,0.0
POINT (-82.32831214623624 29.636110394523673),ST,6058,SW 16TH AV,300,0,0,0,0,16700,16600,16100,17300,15300,17500,18000,14400,8700,14500,14100,17300,18900,,,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,,,0.0,0.0,0.0,,0,0.0,0.0,0,0.0,0.0
POINT (-82.32685968514625 29.635062243048015),ST,6059,SE 16TH AV,100,0,0,0,0,7300,8400,8200,7200,7600,7900,7500,7500,11000,8500,8500,9100,8800,,,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,,,0.0,0.0,0.0,,0,0.0,0.0,0,0.0,0.0
POINT (-82.43281759597869 29.675036627040665),ST,6060,I-75 N OF NEWBERRY,0,0,0,0,0,68500,66500,66500,70000,72000,81500,73000,66500,64000,65000,67000,57500,58500,,,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,,,0.0,0.0,0.0,,0,0.0,0.0,0,0.0,0.0
POINT (-82.41094613224273 29.650384430262054),ST,6061,I-75 S OF NEWBERRY,0,0,0,0,0,72500,69000,71500,72500,79000,90500,78000,73500,56000,72000,76000,68500,64500,,,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,,,0.0,0.0,0.0,,0,0.0,0.0,0,0.0,0.0
POINT (-82.38090985397972 29.6107243044301),ST,6062,I-75 S OF ARCHER,0,0,0,0,0,57500,62000,62000,59000,64000,73500,59500,59500,44000,62000,65500,51500,57500,,,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,,,0.0,0.0,0.0,,0,0.0,0.0,0,0.0,0.0
POINT (-82.36985738006064 29.598182751402863),INACTIVE,6063,I-75 S OF WILLISTON,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,,,0.0,0.0,0.0,,0,0.0,0.0,0,0.0,0.0
POINT (-82.35405478605522 29.72337268282286),ST,6068,NW 22ND ST,7400,0,0,0,0,6210,6244,6369,6412,6672,7155,7295,7271,7331,7396,7529,7412,7321,,,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,,,0.0,0.0,0.0,,0,0.0,0.0,0,0.0,0.0
POINT (-82.35346502050307 29.715936771187724),INACTIVE,6069,NW 22ND ST,6500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,,,0.0,0.0,0.0,,0,0.0,0.0,0,0.0,0.0
POINT (-82.35384828503898 29.711237765070965),ST,6070,NW 34TH ST,6200,0,0,0,0,9700,9100,9400,9200,9800,9600,9800,10000,10500,99000,9900,11000,11000,,,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,,,0.0,0.0,0.0,,0,0.0,0.0,0,0.0,0.0
POINT (-82.37233047054049 29.689691061164975),ST,6071,NW 34TH ST,3900,0,0,0,0,15000,15600,14800,14700,15300,15500,15600,16300,15900,15600,16800,15400,16400,,,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,,,0.0,0.0,0.0,,0,0.0,0.0,0,0.0,0.0
POINT (-82.37234077438751 29.686518445813636),ST,6072,NW 34TH ST,3600,0,0,0,0,14000,14500,14500,13500,15000,12500,12500,15000,15000,14500,15000,16500,15500,,,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,,,0.0,0.0,0.0,,0,0.0,0.0,0,0.0,0.0
POINT (-82.37239949617246 29.6530171140599),ST,6074,NW 34TH ST,100,0,0,0,0,19100,19900,20400,19100,21000,22000,21500,21000,21000,21000,20500,24000,22500,,,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,,,0.0,0.0,0.0,,0,0.0,0.0,0,0.0,0.0
POINT (-82.37238880945102 29.65163024289777),ST,6075,SW 34TH ST,0,0,0,0,0,24000,24000,23500,23500,26500,27500,29000,31500,31500,31500,32000,31000,28500,,,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,,,0.0,0.0,0.0,,0,0.0,0.0,0,0.0,0.0
POINT (-82.37252558231033 29.636867088039764),ST,6076,SW 34TH ST,1600,0,0,0,0,37500,42500,44000,44500,46000,47500,46500,48000,48000,55500,51000,54500,50500,,,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,,,0.0,0.0,0.0,,0,0.0,0.0,0,0.0,0.0
POINT (-82.37115890955424 29.605145961788082),ST,6077,SW 34TH ST,4900,0,0,0,0,17700,18800,18900,20200,21100,21500,22000,20000,20800,17600,20300,16900,18400,,,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,,,0.0,0.0,0.0,,0,0.0,0.0,0,0.0,0.0
POINT (-82.35732401953587 29.71481129664985),ST,6078,US441 N OF 34TH ST,6500,0,0,0,0,18200,18200,17700,18700,19400,18600,19200,19200,19500,17000,19800,18300,18000,,,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,,,0.0,0.0,0.0,,0,0.0,0.0,0,0.0,0.0
POINT (-82.35011226358633 29.708786022591497),ST,6080,US441 S OF 34TH ST,5800,0,0,0,0,21500,22500,22500,23000,24000,24000,24000,25000,27000,24500,25000,25500,25000,,,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,,,0.0,0.0,0.0,,0,0.0,0.0,0,0.0,0.0
POINT (-82.34024694590411 29.700267573974724),ST,6081,US441,5000,0,0,0,0,24000,25000,25500,25500,27000,26500,23500,27000,26000,25500,26500,25000,24500,,,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,,,0.0,0.0,0.0,,0,0.0,0.0,0,0.0,0.0
POINT (-82.33902816232018 29.69616083853196),ST,6082,NW 13TH ST,4500,0,0,0,0,15600,16200,16400,16200,16700,17200,16700,18000,17600,16900,17500,18100,16800,,,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,,,0.0,0.0,0.0,,0,0.0,0.0,0,0.0,0.0
POINT (-82.3390385948751 29.685777909963882),ST,6083,NW 13TH ST,3600,0,0,0,0,26000,26500,26000,26000,27500,28000,28000,30500,28500,27000,28000,30500,29500,,,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,,,0.0,0.0,0.0,,0,0.0,0.0,0,0.0,0.0
POINT (-82.33913899721618 29.674515090546116),ST,6084,NW 13TH ST,2300,0,0,0,0,29500,30000,29500,29500,31500,33000,31000,35000,35500,31500,33000,36000,36000,,,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,,,0.0,0.0,0.0,,0,0.0,0.0,0,0.0,0.0
POINT (-82.33915959941977 29.667784134251303),ST,6085,NW 13TH ST,1700,0,0,0,0,30000,30000,30500,31000,31500,33500,32000,36000,35000,33000,33500,37000,35000,,,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,,,0.0,0.0,0.0,,0,0.0,0.0,0,0.0,0.0
POINT (-82.33919288451112 29.657542824662308),ST,6086,NW 13TH ST,700,0,0,0,0,28500,29000,28000,29000,30000,30500,29000,34500,31000,32000,30500,34000,29500,,,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,,,0.0,0.0,0.0,,0,0.0,0.0,0,0.0,0.0
POINT (-82.33921411694837 29.655970808101227),ST,6087,NW 13TH ST,500,0,0,0,0,28000,28000,27500,28500,29500,29500,29000,34000,30500,32000,30000,32500,31500,,,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,,,0.0,0.0,0.0,,0,0.0,0.0,0,0.0,0.0
POINT (-82.33932477882223 29.650956378785857),INACTIVE,6088,SW 13TH ST,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36000,,,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,,,0.0,0.0,0.0,,0,0.0,0.0,0,0.0,0.0
POINT (-82.33932838485109 29.644213738284183),ST,6089,SW 13TH ST,800,0,0,0,0,33000,35000,35000,33000,34500,35000,34500,48000,48000,37000,36000,40500,37500,,,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,,,0.0,0.0,0.0,,0,0.0,0.0,0,0.0,0.0
POINT (-82.33933087896888 29.63962572572318),ST,6090,SW 13TH ST,1200,0,0,0,0,17200,17300,18800,19100,19300,19900,18700,21000,21000,21000,20400,22000,23000,,,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,,,0.0,0.0,0.0,,0,0.0,0.0,0,0.0,0.0
POINT (-82.33934851528879 29.635338882149764),ST,6091,SW 13TH ST,1700,0,0,0,0,19600,20200,23000,22500,22500,19900,22500,26500,27000,26500,24500,25500,26000,,,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,,,0.0,0.0,0.0,,0,0.0,0.0,0,0.0,0.0
POINT (-82.34009813138772 29.61947419621579),ST,6092,SW 13TH ST,3600,0,0,0,0,15000,15600,17500,16500,17000,16700,16700,10500,10500,17900,17200,18200,17100,,,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,,,0.0,0.0,0.0,,0,0.0,0.0,0,0.0,0.0
POINT (-82.34015807709346 29.614104349339538),ST,6093,US441 WILLISTON RAMP,0,0,0,0,0,2650,2450,2800,3100,2800,2800,3200,2900,3200,3300,3700,3300,3200,,,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,,,0.0,0.0,0.0,,0,0.0,0.0,0,0.0,0.0
POINT (-82.34120492352628 29.612177267584602),ST,6094,US441 S OF WILLISTON,4300,0,0,0,0,11300,11700,12700,12400,12400,11500,2100,11600,11600,10800,10800,11000,11200,,,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,,,0.0,0.0,0.0,,0,0.0,0.0,0,0.0,0.0
POINT (-82.33906932545622 29.594150605052413),ST,6095,US441 S OF ROCKY PT,6300,0,0,0,0,11300,11200,11800,8800,9500,11600,11600,11300,12200,11300,11400,10900,10700,,,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,,,0.0,0.0,0.0,,0,0.0,0.0,0,0.0,0.0
POINT (-82.33781258943307 29.698309932364694),ST,6096,NW 6TH ST,4600,0,0,0,0,8600,8700,8900,11800,11100,9200,9400,9900,9800,9600,9700,10000,9600,,,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,,,0.0,0.0,0.0,,0,0.0,0.0,0,0.0,0.0
POINT (-82.33080757736073 29.688079099301632),ST,6097,NW 6TH ST,3800,0,0,0,0,10000,10000,10200,10600,10500,10900,11400,11800,11500,11200,11500,13000,12500,,,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,,,0.0,0.0,0.0,,0,0.0,0.0,0,0.0,0.0
POINT (-82.33078399341538 29.674396608134014),ST,6098,NW 6TH ST,2300,0,0,0,0,11900,12100,12600,12600,12500,13700,13500,13700,13300,13200,13500,14000,13500,,,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,,,0.0,0.0,0.0,,0,0.0,0.0,0,0.0,0.0
POINT (-82.33091287525906 29.66084570131342),ST,6100,NW 6TH ST,900,0,0,0,0,14600,15300,15700,15000,15500,16600,17300,20900,20300,18800,16500,18000,17000,,,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,,,0.0,0.0,0.0,,0,0.0,0.0,0,0.0,0.0
POINT (-82.32502012446069 29.658606356733475),ST,6104,N MAIN ST,700,0,0,0,0,14000,14700,12500,17700,18000,19900,19300,19300,21000,17900,19500,20500,20500,,,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,,,0.0,0.0,0.0,,0,0.0,0.0,0,0.0,0.0
POINT (-82.32501557362005 29.652374789658086),ST,6105,N MAIN ST,0,0,0,0,0,13100,13200,17600,17800,17200,20500,18100,21000,20000,23000,18500,20000,19000,,,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,,,0.0,0.0,0.0,,0,0.0,0.0,0,0.0,0.0
POINT (-82.32497858202768 29.650709359892055),INACTIVE,6106,S MAIN ST,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17500,19000,21000,,,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,,,0.0,0.0,0.0,,0,0.0,0.0,0,0.0,0.0
POINT (-82.32499810730356 29.650123337545843),ST,6107,S MAIN ST,200,0,0,0,0,11300,13500,13700,13900,14400,16400,15800,18200,18600,16600,16500,18500,19500,,,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,,,0.0,0.0,0.0,,0,0.0,0.0,0,0.0,0.0
POINT (-82.32542827933004 29.643240190907285),ST,6108,S MAIN ST,900,0,0,0,0,10900,11800,12000,12200,12300,13500,14000,13900,17400,15100,15800,15100,14900,,,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,,,0.0,0.0,0.0,,0,0.0,0.0,0,0.0,0.0
POINT (-82.32772049661502 29.63520115857615),ST,6109,S MAIN ST,1600,0,0,0,0,6400,5200,4200,7100,7300,7500,8100,8600,9600,10200,10200,10900,9600,,,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,,,0.0,0.0,0.0,,0,0.0,0.0,0,0.0,0.0
POINT (-82.33963911737953 29.614933211653092),ST,6110,SW WILLISTON RD,1200,0,0,0,0,19300,19200,18200,20500,0,21000,23000,23000,24500,23500,21500,23500,22000,,,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,,,0.0,0.0,0.0,,0,0.0,0.0,0,0.0,0.0
POINT (-82.34411763204666 29.61460652400873),ST,6111,SW WILLISTON RD,1600,0,0,0,0,22500,23500,25000,25500,26500,25000,27000,28000,29000,27500,25500,25000,22000,,,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,,,0.0,0.0,0.0,,0,0.0,0.0,0,0.0,0.0
POINT (-82.36600850850618 29.607327200127436),ST,6112,SW WILLISTON RD,2900,0,0,0,0,24000,23500,25500,24500,25500,27500,27500,27500,28000,27000,26000,22000,24500,,,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,,,0.0,0.0,0.0,,0,0.0,0.0,0,0.0,0.0
POINT (-82.27397693496854 29.707503923959155),ST,6114,NE WALDO RD,5500,0,0,0,0,14400,16200,14800,16000,15700,15400,14800,17200,17200,12900,16400,17100,14500,,,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,,,0.0,0.0,0.0,,0,0.0,0.0,0,0.0,0.0
POINT (-82.28844934635893 29.686168935293498),ST,6115,NE WALDO RD,3900,0,0,0,0,16800,17800,16000,17200,18300,18800,16400,19200,18000,18800,18100,18700,16000,,,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,,,0.0,0.0,0.0,,0,0.0,0.0,0,0.0,0.0
POINT (-82.29604958276462 29.674973140102647),ST,6116,NE WALDO RD,2400,0,0,0,0,20500,21000,21500,21000,22000,21500,21500,24500,24000,23500,23000,24000,23000,,,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,,,0.0,0.0,0.0,,0,0.0,0.0,0,0.0,0.0
POINT (-82.29915820871501 29.67037496881867),ST,6118,NE WALDO RD,2100,0,0,0,0,24604,24867,25253,25907,25565,24483,25851,24878,24892,25179,24863,24456,24305,,,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,,,0.0,0.0,0.0,,0,0.0,0.0,0,0.0,0.0
POINT (-82.30498101656589 29.661768366053106),ST,6119,NE WALDO RD,1000,0,0,0,0,26000,27000,26500,28500,28500,29500,28000,30000,29000,31000,29500,29500,29500,,,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,,,0.0,0.0,0.0,,0,0.0,0.0,0,0.0,0.0
POINT (-82.31056312324172 29.653313027154717),ST,6120,NE WALDO RD,100,0,0,0,0,23500,24000,24500,26000,25500,23000,24000,26000,24000,28000,25000,26000,25000,,,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,,,0.0,0.0,0.0,,0,0.0,0.0,0,0.0,0.0
POINT (-82.31148001296093 29.650617776051888),ST,6121,SE WILLISTON RD,100,0,0,0,0,18600,20200,19200,18900,18600,18000,19300,20500,20500,20500,19300,18800,19700,,,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,,,0.0,0.0,0.0,,0,0.0,0.0,0,0.0,0.0
POINT (-82.3115312997584 29.647295631503116),ST,6122,SE WILLISTON RD,400,0,0,0,0,19100,20500,19800,19100,19500,18300,19700,21500,21200,21000,19600,19100,19600,,,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,,,0.0,0.0,0.0,,0,0.0,0.0,0,0.0,0.0
POINT (-82.31822053078557 29.63461934303204),ST,6123,SE WILLISTON RD,1800,0,0,0,0,19600,22500,22500,20500,19400,19400,20300,21500,21500,20500,19000,19600,18600,,,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,,,0.0,0.0,0.0,,0,0.0,0.0,0,0.0,0.0
POINT (-82.32271404503473 29.629017065659287),ST,6124,SE WILLISTON RD,2600,0,0,0,0,14100,15100,14800,14700,15700,14700,15300,17300,16100,14900,12800,13600,11600,,,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,,,0.0,0.0,0.0,,0,0.0,0.0,0,0.0,0.0
POINT (-82.25824734466028 29.624858006373053),ST,6130,SE HAWTHORNE RD,5600,0,0,0,0,8900,10100,9200,9600,9600,8500,8500,9100,13200,9900,9800,9400,9400,,,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,,,0.0,0.0,0.0,,0,0.0,0.0,0,0.0,0.0
POINT (-82.44060409926884 29.688911853464283),ST,6132,NW 39TH AV,9100,0,0,0,0,27500,30000,29500,27500,29000,28500,28000,32000,28000,27000,24500,27000,23500,,,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,,,0.0,0.0,0.0,,0,0.0,0.0,0,0.0,0.0
POINT (-82.37469437824454 29.650584116750597),ST,6133,SW 2ND AV,3400,0,0,0,0,14100,14700,15000,14400,15200,14900,20600,20500,20500,17000,17600,17500,17500,,,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,,,0.0,0.0,0.0,,0,0.0,0.0,0,0.0,0.0
POINT (-82.37262476342475 29.623220215334413),ST,6134,SW 34TH ST,2900,0,0,0,0,31282,31960,32144,0,0,35329,35561,36669,37584,36271,37319,36250,35011,,,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,,,0.0,0.0,0.0,,0,0.0,0.0,0,0.0,0.0
POINT (-82.37255255462831 29.633498217322938),ST,6135,SW 34TH ST,2000,0,0,0,0,38500,38000,41000,39500,42500,43500,44500,44000,44000,46000,48000,50000,45500,,,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,,,0.0,0.0,0.0,,0,0.0,0.0,0,0.0,0.0
POINT (-82.37248141358275 29.643185082274787),ST,6136,SW 34TH ST,1000,0,0,0,0,39000,38500,40500,39000,41500,40000,40500,38500,44000,44000,44000,46500,43500,,,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,,,0.0,0.0,0.0,,0,0.0,0.0,0,0.0,0.0
POINT (-82.39199937179232 29.65641960341633),ST,6137,W NEWBERRY RD,4500,0,0,0,0,28500,28500,28000,28000,29000,29000,29000,29500,31500,30000,31500,31000,32500,,,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,,,0.0,0.0,0.0,,0,0.0,0.0,0,0.0,0.0
POINT (-82.40980904879986 29.659616917693196),ST,6138,W NEWBERRY RD,6200,0,0,0,0,44500,47000,47500,47500,46000,48000,45000,47500,47500,47500,48400,48500,44000,,,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,,,0.0,0.0,0.0,,0,0.0,0.0,0,0.0,0.0
POINT (-82.42920031761307 29.688824333214566),ST,6139,NW 39TH AV,8200,0,0,0,0,26000,28000,28500,26500,31000,2800,27500,30000,30000,27500,26000,28000,23000,,,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,,,0.0,0.0,0.0,,0,0.0,0.0,0,0.0,0.0
POINT (-82.37225913006817 29.697053955598413),INACTIVE,6140,NW 34TH ST,4600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,,,0.0,0.0,0.0,,0,0.0,0.0,0,0.0,0.0
POINT (-82.37116769590561 29.688631447563534),ST,6141,NW 39TH AV,3300,0,0,0,0,27000,26500,26500,25000,27500,29000,27500,23500,28000,25500,27000,29000,25000,,,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,,,0.0,0.0,0.0,,0,0.0,0.0,0,0.0,0.0
POINT (-82.37233234231036 29.67344965552711),ST,6142,NW 34TH ST,2200,0,0,0,0,15000,15000,15000,14000,15000,15000,15000,15500,15500,12500,14500,16500,14500,,,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,,,0.0,0.0,0.0,,0,0.0,0.0,0,0.0,0.0
POINT (-82.30650114412612 29.688375063835636),ST,6144,NE 39TH AV,1400,0,0,0,0,17000,17000,16000,17000,17900,17700,17600,19500,19200,18300,17200,18200,17800,,,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,,,0.0,0.0,0.0,,0,0.0,0.0,0,0.0,0.0
POINT (-82.30653211184848 29.651946771567385),ST,6145,E UNIVERSITY AV,1400,0,0,0,0,8700,8500,8500,9700,9700,10100,11600,11200,11400,11300,10500,11200,10600,,,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,,,0.0,0.0,0.0,,0,0.0,0.0,0,0.0,0.0
POINT (-82.30644380788308 29.651574371411243),ST,6146,SE HAWTHORNE RD,1400,0,0,0,0,13100,13800,13500,14200,14100,13000,14100,13300,13500,13900,13200,13800,13000,,,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,,,0.0,0.0,0.0,,0,0.0,0.0,0,0.0,0.0
POINT (-82.33089771173641 29.66325688808389),ST,6147,NW 6TH ST,1200,0,0,0,0,15200,15100,15600,14700,14600,17000,16900,16800,16300,17000,16500,17000,16000,,,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,,,0.0,0.0,0.0,,0,0.0,0.0,0,0.0,0.0
POINT (-82.33086484268479 29.66764331903222),ST,6148,NW 6TH ST,1700,0,0,0,0,13900,14400,14900,14900,14600,16500,16000,16300,16300,17000,16500,16000,14500,,,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,,,0.0,0.0,0.0,,0,0.0,0.0,0,0.0,0.0
POINT (-82.33360417031506 29.652065323934067),ST,6149,W UNIVERSITY AV,800,0,0,0,0,22000,23000,24000,23500,24500,25000,26000,27500,27000,27000,24000,25000,22500,,,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,,,0.0,0.0,0.0,,0,0.0,0.0,0,0.0,0.0
POINT (-82.41754748828498 29.658759457316005),ST,6150,I-75 NB OFF RAMP NEW,0,0,0,0,0,9200,9200,9200,8900,8200,8400,11500,10500,0,0,0,0,9300,,,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,,,0.0,0.0,0.0,,0,0.0,0.0,0,0.0,0.0
POINT (-82.4194923793341 29.658123452608457),ST,6151,I-75 SB OFF RAMP NEW,0,0,0,0,0,5500,5800,6400,4800,4800,5800,6300,10500,0,0,0,0,5500,,,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,,,0.0,0.0,0.0,,0,0.0,0.0,0,0.0,0.0
POINT (-82.4154794614538 29.659636991545984),ST,6152,W NEWBERRY RD,6800,0,0,0,0,46000,51000,48500,49500,49500,51000,51000,51000,51000,51500,48000,50000,52000,,,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,,,0.0,0.0,0.0,,0,0.0,0.0,0,0.0,0.0
POINT (-82.42143194966263 29.659672974368),ST,6153,W NEWBERRY RD,7300,0,0,0,0,49000,51000,48500,46500,51000,48000,51000,51000,51000,50000,48500,48500,51500,,,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,,,0.0,0.0,0.0,,0,0.0,0.0,0,0.0,0.0
POINT (-82.33916968676706 29.664568217653073),ST,6154,NW 13TH ST,1300,0,0,0,0,28500,29500,29500,29500,31000,32500,31000,35500,33000,32000,32000,35000,36500,,,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,,,0.0,0.0,0.0,,0,0.0,0.0,0,0.0,0.0
POINT (-82.35340916305539 29.71322483610534),ST,6155,NW 22ND ST,6300,0,0,0,0,12600,13600,13500,13400,13600,14000,14200,16200,14800,15600,14500,15500,14500,,,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,,,0.0,0.0,0.0,,0,0.0,0.0,0,0.0,0.0
POINT (-82.3529837102509 29.635769458356528),ST,6157,SW ARCHER RD,2000,0,0,0,0,36500,38500,37500,35500,36500,39000,39500,42000,41500,43000,39500,43000,42500,,,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,,,0.0,0.0,0.0,,0,0.0,0.0,0,0.0,0.0
POINT (-82.38535779048725 29.614765916386695),CO,7001,SW 41ST BV,4100,0,0,0,0,0,0,2194,2234,2265,2385,2392,0,0,2854,1260,2825,2796,,,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,,,0.0,0.0,0.0,,0,0.0,0.0,0,0.0,0.0
POINT (-82.2724473434978 29.64956006698434),CO,7002,SE 43RD ST,200,0,0,0,0,0,0,3258,3770,3695,3729,3701,3629,3423,1828,3364,3282,2935,,,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,,,0.0,0.0,0.0,,0,0.0,0.0,0,0.0,0.0
POINT (-82.28923585912109 29.63638218100087),CO,7003,SE 27TH ST,1500,0,0,0,0,0,0,2771,2831,2805,2951,2916,2889,2846,2781,1251,2709,2510,,,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,,,0.0,0.0,0.0,,0,0.0,0.0,0,0.0,0.0
POINT (-82.28075927263062 29.636153406704107),CO,7004,SE 35TH ST,1600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2185,,,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,,,0.0,0.0,0.0,,0,0.0,0.0,0,0.0,0.0
POINT (-82.34846456460077 29.67711349092882),INACTIVE,7007,NW 23RD BV,2500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,,,0.0,0.0,0.0,,0,0.0,0.0,0,0.0,0.0
